nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;Mot;pronSampa;ipa
1;ſtay;;;;v.;70.0;202;stay;s t eI;st?
2;ſtaʹyed;;;;a.;71.0;202;stayed;s t eI d;st?d
1;ſtays;;;;n.;72.0;202;stays;s t eI z;st?z
1;ſtead;;;;n.;73.0;202;stead;s t E d;stɛd
2;ſteaʹdfaſt;;;;n.;74.0;202;steadfast;s t E d f { s t;stɛdfæst
2;ſteaʹdy;;;;a.;2.0;203;steady;s t E 4 i:;stɛɾiː
1;ſteak;;;;n.;3.0;203;steak;s t eI k;st?k
1;ſteal;;;;v.;4.0;203;steal;s t i: l;stiːl
1;ſtealth;;;;p.;5.0;203;stealth;s t E l T;stɛlθ
1;ſteam;;;;n.;6.0;203;steam;s t i: m;stiːm
1;ſteed;;;;n.;8.0;203;steed;s t i: d;stiːd
1;ſteel;;;;n.;9.0;203;steel;s t i: l;stiːl
1;ſteen;;;;n.;11.0;203;steen;s t i: n;stiːn
1;ſteep;;;;a.;12.0;203;steep;s t i: p;stiːp
2;ſteeʹple;;;;n.;13.0;203;steeple;s t i: p @ l;stiːpəl
1;ſteer;;;;n.;14.0;203;steer;s t I r\;stɪɹ
1;ſtĕm;;;;n.;17.0;203;stem;s t E m;stɛm
1;ſtĕnch;;;;n.;18.0;203;stench;s t E n tS;stɛn?
1;ſtĕp;;;;n.;21.0;203;step;s t E p;stɛp
4;ſtĕrĭʹlĭty;;;;n.;26.0;203;sterility;s t 3:r I l i 4 i:;stɜ:rɪliɾiː
2;ſtĕʹrling;;;;n.;27.0;203;sterling;s t 3:r l i N;stɜ:rliŋ
1;ſtĕrn;;;;n.;28.0;203;stern;s t 3:r n;stɜ:rn
1;ſtew;;;;n.;30.0;203;stew;s t u;stu
2;ſteʹward;;;;n.;31.0;203;steward;s t u 3:r d;stuɜ:rd
3;ſteʹwardſhip;;;;n.;32.0;203;stewardship;s t u 3:r d S I p;stuɜ:rdʃɪp
1;ſtews;;;;n.;33.0;203;stews;s t u z;stuz
1;ſtĭck;;;;n.;35.0;203;stick;s t I k;stɪk
2;ſtĭʹckle;;;;v.;36.0;203;stickle;s t I k @ l;stɪkəl
2;ſtĭʹcky;;;;a.;37.0;203;sticky;s t I k i:;stɪkiː
1;ſtĭff;;;;a.;38.0;203;stiff;s t I f;stɪf
2;ſtĭʹff_e_n;;;;a.;40.0;203;stiffen;s t I f @ n;stɪfən
2;ſtĭʹfle;;;;v.;41.0;203;stifle;s t aI f @ l;st?fəl
3;ſtĭʹgmatīze;;;;v.;42.0;203;stigmatize;s t I g m @ t aI z;stɪgmət?z
1;ſtīle;;;;n.;43.0;203;stile;s t aI l;st?l
1;ſtĭll;;;;n.;44.0;203;still;s t I l;stɪl
2;ſtĭʹllneſs;;;;n.;47.0;203;stillness;s t I l n @ s;stɪlnəs
1;ſtĭlts;;;;n.;48.0;203;stilts;s t I l t s;stɪlts
3;ſtĭʹmūlāte;;;;v.;49.0;203;stimulate;s t I m j @ l eI t;stɪmjəl?t
5;ſtĭmūlāʹtion;L.;;;n.;50.0;203;stimulation;s t I m j @ l eI S @ n;stɪmjəl?ʃən
1;ſtĭng;;;;n.;51.0;203;sting;s t I N;stɪŋ
2;ſtĭʹngy;;;;a.;53.0;203;stingy;s t I n dZ i:;stɪn?iː
1;ſtĭnk;;;;n.;54.0;203;stink;s t I N k;stɪŋk
1;ſtĭnt;;;;v.;55.0;203;stint;s t I n t;stɪnt
2;ſtĭʹpĕnd;;;;n.;56.0;203;stipend;s t aI p @ n d;st?pənd
3;ſtĭʹpūlāte;L.;;;v.;59.0;203;stipulate;s t I p j @ l eI t;stɪpjəl?t
5;ſtĭpūlāʹtion;L.;;;n.;60.0;203;stipulation;s t I p j @ l eI S @ n;stɪpjəl?ʃən
1;ſtĭr;;;;n.;61.0;203;stir;s t 3:r;stɜ:r
2;ſtĭʹrrŭps;;;;n.;62.0;203;stirrups;s t 3:r @ p s;stɜ:rəps
1;ſtĭtch;;;;n.;63.0;203;stitch;s t I tS;stɪ?
2;ſtīʹver;;;;n.;66.0;203;stiver;s t aI v 3:r;st?vɜ:r
1;ſtŏck;;;;v.;69.0;203;stock;s t A k;stɑk
3;ſtōʹĭcĭſm;;;;n.;71.0;203;stoicism;s t @U @ s I z @ m;stoʊəsɪzəm
2;ſtōʹĭcs;;;;n.;72.0;203;stoics;s t @U i k s;stoʊiks
1;ſtōle;;;;n.;73.0;203;stole;s t @U l;stoʊl
2;ſtŏʹl_e_n;;;;a.;2.0;204;stolen;s t @U l @ n;stoʊlən
2;ſtŏʹmăc_h_;;;;n.;4.0;204;stomach;s t V m @ k;stʌmək
1;ſtone;;;;n.;7.0;204;stone;s t @U n;stoʊn
2;ſtoʹny;;;;n.;8.0;204;stony;s t @U n i:;stoʊniː
1;ſtool;;;;n.;9.0;204;stool;s t u l;stul
1;ſtoop;;;;v.;10.0;204;stoop;s t u p;stup
1;ſtŏp;;;;n.;11.0;204;stop;s t A p;stɑp
2;ſtŏʹppage;;;;n.;12.0;204;stoppage;s t A p i dZ;stɑpi?
2;ſtŏʹpp_e_r;;;;n.;14.0;204;stopper;s t A p 3:r;stɑpɜ:r
2;ſtōʹrage;;;;n.;15.0;204;storage;s t O: r\ @ dZ;stOːɹə?
1;ſtōre;;;;n.;17.0;204;store;s t O: r\;stOːɹ
1;ſtŏrk;;;;n.;18.0;204;stork;s t O: r\ k;stOːɹk
1;ſtŏrm;;;;v.;19.0;204;storm;s t O: r\ m;stOːɹm
2;ſtoʹrmy;;;;a.;20.0;204;stormy;s t O: r\ m i:;stOːɹmiː
2;ſtōʹry;;;;n.;21.0;204;story;s t O: r\ i:;stOːɹiː
1;ſtove;;;;n.;22.0;204;stove;s t @U v;stoʊv
1;ſtȯẇ;;;;v.;24.0;204;stow;s t @U;stoʊ
2;ſtrăʹddle;;;;v.;26.0;204;straddle;s t r\ { 4 @ l;stɹæɾəl
2;ſtrăʹggle;;;;v.;27.0;204;straggle;s t r\ { g @ l;stɹægəl
1;ſtrai_gh_t;;;;a.;28.0;204;straight;s t r\ eI t;stɹ?t
1;ſtrain;;;;n.;29.0;204;strain;s t r\ eI n;stɹ?n
1;ſtrait;;;;n.;30.0;204;strait;s t r\ eI t;stɹ?t
1;ſtrănd;;;;n.;33.0;204;strand;s t r\ { n d;stɹænd
2;ſtrăʹnded;;;;a.;34.0;204;stranded;s t r\ { n d @ d;stɹændəd
1;ſtrānge;;;;a.;35.0;204;strange;s t r\ eI n dZ;stɹ?n?
2;ſtrāʹnger;;;;n.;36.0;204;stranger;s t r\ eI n dZ 3:r;stɹ?n?ɜ:r
2;ſtrăngle;L.;nbSyll>1 et pas d'accent tonic;;v.;37.0;204;strangle;s t r\ { N g @ l;stɹæŋgəl
2;ſtrăʹngling;;;;n.;38.0;204;strangling;s t r\ { N g @ l i N;stɹæŋgəliŋ
1;ſtrăp;;;;n.;40.0;204;strap;s t r\ { p;stɹæp
2;ſtrāʹtā;L.;;;n.;42.0;204;strata;s t r\ { 4 @;stɹæɾə
1;ſtraw;;;;n.;44.0;204;straw;s t r\ O:;stɹOː
3;ſtraʹwbĕrry;;;;n.;45.0;204;strawberry;s t r\ O: b E r\ i:;stɹOːbɛɹiː
1;ſtray;;;;v.;46.0;204;stray;s t r\ eI;stɹ?
1;ſtreak;;;;v.;47.0;204;streak;s t r\ i: k;stɹiːk
2;ſtreaʹked;;;;a.;48.0;204;streaked;s t r\ i: k t;stɹiːkt
1;ſtream;;;;n.;49.0;204;stream;s t r\ i: m;stɹiːm
2;ſtreaʹm_e_r;;;;n.;50.0;204;streamer;s t r\ i: m 3:r;stɹiːmɜ:r
1;ſtreet;;;;n.;51.0;204;street;s t r\ i: t;stɹiːt
1;ſtrĕngth;;;;n.;52.0;204;strength;s t r\ E N k T;stɹɛŋkθ
2;ſtrĕʹngth_e_n;;;;v.;53.0;204;strengthen;s t r\ E N T @ n;stɹɛŋθən
1;ſtreſs;;;;n.;55.0;204;stress;s t r\ E s;stɹɛs
1;ſtrĕtch;;;;v.;56.0;204;stretch;s t r\ E tS;stɹɛ?
2;ſtrĕʹtchers;;;;n.;57.0;204;stretchers;s t r\ E tS 3:r z;stɹɛ?ɜ:rz
1;ſtrew;;;;v.;58.0;204;strew;s t r\ u;stɹu
2;ſtrĭʹck_e_n;;;;a.;59.0;204;stricken;s t r\ I k @ n;stɹɪkən
1;ſtrĭct;;;;a.;61.0;204;strict;s t r\ I k t;stɹɪkt
1;ſtrīde;;;;v.;62.0;204;stride;s t r\ aI d;stɹ?d
1;ſtrīfe;;;;n.;63.0;204;strife;s t r\ aI f;stɹ?f
1;ſtrīke;;;;v.;64.0;204;strike;s t r\ aI k;stɹ?k
2;ſtrīʹking;;;;a.;65.0;204;striking;s t r\ aI k i N;stɹ?kiŋ
1;ſtrĭng;;;;n.;66.0;204;string;s t r\ I N;stɹɪŋ
2;ſtrĭʹngy;;;;a.;67.0;204;stringy;s t r\ I N i:;stɹɪŋiː
1;ſtrĭp;;;;v.;68.0;204;strip;s t r\ I p;stɹɪp
1;ſtrīpe;;;;n.;69.0;204;stripe;s t r\ aI p;stɹ?p
2;ſtrĭʹplĭng;;;;n.;70.0;204;stripling;s t r\ I p l i N;stɹɪpliŋ
1;ſtrīve;;;;v.;71.0;204;strive;s t r\ aI v;stɹ?v
1;ſtrōke;;;;v.;73.0;204;stroke;s t r\ @U k;stɹoʊk
1;ſtroll;;;;v.;2.0;205;stroll;s t r\ @U l;stɹoʊl
1;ſtrong;;;;a.;3.0;205;strong;s t r\ O: N;stɹOːŋ
1;ſtrŭck;;;;a.;4.0;205;struck;s t r\ V k;stɹʌk
2;ſtrŭʹctūre;;;;n.;5.0;205;structure;s t r\ V k tS 3:r;stɹʌk?ɜ:r
2;ſtrŭʹggle;;;;v.;6.0;205;struggle;s t r\ V g @ l;stɹʌgəl
1;ſtrŭt;;;;v.;8.0;205;strut;s t r\ V t;stɹʌt
2;ſtŭʹbble;;;;n.;10.0;205;stubble;s t V b @ l;stʌbəl
2;ſtŭʹbborn;;;;a.;11.0;205;stubborn;s t V b 3:r n;stʌbɜ:rn
1;ſtŭd;;;;n.;13.0;205;stud;s t V d;stʌd
2;ſtŭʹdded;;;;a.;14.0;205;studded;s t V 4 i d;stʌɾid
2;ſtūʹdent;;;;n.;15.0;205;student;s t u d @ n t;studənt
3;ſtūʹdĭ_o_us;L.;;;a.;16.0;205;studious;s t u 4 i: @ s;stuɾiːəs
2;ſtŭʹdy;L.;;;n.;17.0;205;study;s t V 4 i:;stʌɾiː
1;ſtŭff;;;;n.;18.0;205;stuff;s t V f;stʌf
1;ſtŭm;;;;n.;19.0;205;stum;s t V m;stʌm
2;ſtŭʹmble;;;;v.;20.0;205;stumble;s t V m b @ l;stʌmbəl
1;ſtŭmp;;;;n.;22.0;205;stump;s t V m p;stʌmp
1;ſtŭn;;;;v.;23.0;205;stun;s t V n;stʌn
1;ſtŭnt;;;;v.;24.0;205;stunt;s t V n t;stʌnt
2;ſtūʹpid;L.;;;a.;28.0;205;stupid;s t u p @ d;stupəd
4;ſtūpĭʹdĭty;L.;;;n.;29.0;205;stupidity;s t u p I 4 i 4 i:;stupɪɾiɾiː
2;ſtūʹpor;L.;;;n.;31.0;205;stupor;s t u p 3:r;stupɜ:r
2;ſtŭʹrdy;;;;a.;32.0;205;sturdy;s t 3:r 4 i:;stɜ:rɾiː
1;ſty;;;;n.;33.0;205;sty;s t aI;st?
1;ſtȳle;L.;;;n.;35.0;205;style;s t aI l;st?l
1;ſtух;;;;n.;37.0;205;styx;s t I k s;stɪks
3;sŭbdĭvīʹde;;;;v.;46.0;205;subdivide;s V b d @ v aI d;sʌbdəv?d
2;sŭbdūʹe;L.;;;v.;47.0;205;subdue;s @ b d u;səbdu
2;sŭʹbjĕct;L.;;;n.;49.0;205;subject;s @ b dZ E k t;səb?ɛkt
2;suʹbjĕʹct;;;;v.;50.0;205;subject;s @ b dZ E k t;səb?ɛkt
4;sŭbjĕʹction;L.;;;n.;51.0;205;subjection;s @ b dZ E k S @ n;səb?ɛkʃən
3;sŭʹbjūgāte;L.;;;v.;54.0;205;subjugate;s V b dZ @ g eI t;sʌb?əg?t
2;sŭblīʹme;L.;;;a.;60.0;205;sublime;s @ b l aI m;səbl?m
4;sŭblĭʹmĭty;;;;n.;61.0;205;sublimity;s @ b l I m @ 4 i:;səblɪməɾiː
2;sŭbmĕʹrge;L.;;;v.;64.0;205;submerge;s @ b m 3:r dZ;səbmɜ:r?
4;sŭbmĭʹſſion;;;;n.;65.0;205;submission;s @ b m I S @ n;səbmɪʃən
3;sŭbmĭʹſſive;;;;a.;66.0;205;submissive;s @ b m I s i v;səbmɪsiv
2;sŭbmiʹt;;;;v.;67.0;205;submit;s @ b m I t;səbmɪt
4;sŭbŏʹrdĭnāte;L.;;;a.;68.0;205;subordinate;s @ b O: r\ d @ n eI t;səbOːɹdən?t
6;sŭbŏrdĭnāʹtion;;;;n.;69.0;205;subordination;s @ b O: r\ d @ n eI S @ n;səbOːɹdən?ʃən
3;sūbp_o_ēnā;;nbSyll>1 et pas d'accent tonic;;n.;71.0;205;subpoena;s @ p i: n @;səpiːnə
2;sŭbſcrīʹbe;;;;v.;2.0;206;subscribe;s @ b s k r\ aI b;səbskɹ?b
4;sŭbſcrĭʹption;;;;n.;3.0;206;subscription;s @ b s k r\ I p S @ n;səbskɹɪpʃən
3;sŭʹbſequĕnt;;;;a.;4.0;206;subsequent;s V b s @ k w @ n t;sʌbsəkwənt
4;sŭbsĕʹrviėnt;;;;a.;7.0;206;subservient;s @ b s 3:r v i: @ n t;səbsɜ:rviːənt
2;sŭʹbŭrbs;;;;n.;8.0;206;suburbs;s V b 3:r b z;sʌbɜ:rbz
2;sŭcceeʹd;L.;;;v.;12.0;206;succeed;s @ k s i: d;səksiːd
2;sŭʹcceʹſs;;;;n.;13.0;206;success;s @ k s E s;səksɛs
3;sŭccĕʹſsful;;;;a.;14.0;206;successful;s @ k s E s f @ l;səksɛsfəl
4;sŭccĕʹſſion;;;;n.;15.0;206;succession;s @ k s E S @ n;səksɛʃən
3;sŭccĕʹſſive;;;;a.;16.0;206;successive;s @ k s E s i v;səksɛsiv
3;sŭccĕʹſſor;;;;n.;17.0;206;successor;s @ k s E s 3:r;səksɛsɜ:r
2;sŭccĭʹnct;L.;;;a.;18.0;206;succinct;s @ k s I N k t;səksɪŋkt
3;sŭʹccūlent;L.;;;a.;21.0;206;succulent;s V k j @ l i n t;sʌkjəlint
2;sŭccŭʹm_b_;L.;;;v.;22.0;206;succumb;s @ k V m;səkʌm
1;suck;;;;v.;23.0;206;suck;s V k;sʌk
2;sŭʹck_e_r;;;;n.;24.0;206;sucker;s V k 3:r;sʌkɜ:r
2;sŭʹckle;;;;v.;25.0;206;suckle;s V k @ l;sʌkəl
2;sŭʹckling;;;;n.;26.0;206;suckling;s V k l i N;sʌkliŋ
2;sŭʹdd_e_n;;;;a.;28.0;206;sudden;s V d @ n;sʌdən
1;sŭds;;;;n.;30.0;206;suds;s V d z;sʌdz
1;sūe;;;;v.;31.0;206;sue;s u;su
2;sŭʹff_e_r;;;;v.;33.0;206;suffer;s V f 3:r;sʌfɜ:r
3;sŭʹffĕrer;;;;n.;35.0;206;sufferer;s V f 3:r 3:r;sʌfɜ:rɜ:r
2;sŭffīʹce;L.;;;v.;36.0;206;suffice;s @ f aI s;səf?s
5;sŭffĭʹcĭency;;;;n.;37.0;206;sufficiency;s @ f I S @ n s i:;səfɪʃənsiː
3;sŭʹffōcāte;L.;;;v.;38.0;206;suffocate;s V f @ k eI t;sʌfək?t
2;sŭʹffrage;;;;n.;40.0;206;suffrage;s V f r\ i dZ;sʌfɹi?
2;sūʹgar;;;;n.;43.0;206;sugar;S U g 3:r;ʃʊgɜ:r
2;sŭggĕʹſt;L.;;;v.;44.0;206;suggest;s @ g dZ E s t;səg?ɛst
4;sŭggĕʹſtion;;;;n.;45.0;206;suggestion;s @ g dZ E s tS @ n;səg?ɛs?ən
3;sūʹĭcīde;L.;;;n.;46.0;206;suicide;s u @ s aI d;suəs?d
1;ſuit;F.;;;n.;47.0;206;suit;s u t;sut
3;ſuiʹtable;;;;a.;48.0;206;suitable;s u 4 @ b @ l;suɾəbəl
2;ſuiʹtor;;;;n.;49.0;206;suitor;s u 4 3:r;suɾɜ:r
2;sŭʹllĕn;;;;a.;50.0;206;sullen;s V l @ n;sʌlən
2;sŭʹlly;F.;;;v.;51.0;206;sully;s V l i:;sʌliː
2;sŭʹlphur;L.;;;n.;52.0;206;sulphur;s V l f 3:r;sʌlfɜ:r
2;sŭʹltan;;;;n.;54.0;206;sultan;s V l t @ n;sʌltən
2;sŭʹltry;;;;a.;57.0;206;sultry;s V l t r\ i:;sʌltɹiː
1;sŭm;;;;n.;58.0;206;sum;s V m;sʌm
3;sŭʹmmăry;L.;;;n.;60.0;206;summary;s V m 3:r i:;sʌmɜ:riː
2;sŭʹmmĕr;;;;n.;61.0;206;summer;s V m 3:r;sʌmɜ:r
2;sŭʹmmĭt;;;;n.;62.0;206;summit;s V m @ t;sʌmət
2;sŭʹmmŏn;;;;v.;63.0;206;summon;s V m @ n;sʌmən
4;sŭʹm_p_tūāry;;;;a.;65.0;206;sumptuary;s V m p tS u E r\ i:;sʌmp?uɛɹiː
4;sŭʹm_p_tū_o_us;;;;a.;66.0;206;sumptuous;s V m p tS w @ s;sʌmp?wəs
1;sŭn;;;;n.;67.0;206;sun;s V n;sʌn
2;sŭʹnday;;;;n.;68.0;206;sunday;s V n d eI;sʌnd?
2;sŭʹnd_e_r;;;;v.;69.0;206;sunder;s V n d 3:r;sʌndɜ:r
3;sŭʹnflȯẇer;;;;n.;71.0;206;sunflower;s V n f l aU 3:r;sʌnfl?ɜ:r
1;sŭp;;;;n.;72.0;206;sup;s V p;sʌp
2;sūpĕʹrb;;;;a.;6.0;207;superb;s U p 3:r b;sʊpɜ:rb
5;sūpĕrcĭʹlĭ_o_us;L.;;;a.;9.0;207;supercilious;s u p 3:r s I l i: @ s;supɜ:rsɪliːəs
5;sūpĕrfĭʹcĭal;;;;a.;14.0;207;superficial;s u p 3:r f I S @ l;supɜ:rfɪʃəl
4;sūpĕʹrflū_o_us;;;;a.;18.0;207;superfluous;s u p 3:r f l w V s;supɜ:rflwʌs
4;sūpĕrĭndūʹce;;;;v.;19.0;207;superinduce;s u p 3:r i n d u s;supɜ:rindus
5;sūpĕrĭntĕʹndănt;;;;n.;22.0;207;superintendant;s u p 3:r @ n t E n d @ n t;supɜ:rəntɛndənt
6;sūpĕrĭōʹrity;;;;n.;23.0;207;superiority;s u p i r\ i: O: r\ i 4 i:;supiɹiːOːɹiɾiː
4;sūpĕʹrlātive;;;;a.;25.0;207;superlative;s U p 3:r l @ 4 i v;sʊpɜ:rləɾiv
5;sūpĕrnāʹtūral;;;;a.;27.0;207;supernatural;s u p 3:r n { tS 3:r @ l;supɜ:rnæ?ɜ:rəl
3;sūpĕrsēʹde;;;;v.;32.0;207;supersede;s u p 3:r s i: d;supɜ:rsiːd
4;sūpĕrſtĭʹtion;;;;n.;34.0;207;superstition;s u p 3:r s t I S @ n;supɜ:rstɪʃən
5;sūpĕrſtĭʹti_o_us;;;;a.;35.0;207;superstitious;s u p 3:r s t I S @ s;supɜ:rstɪʃəs
4;sūpĕrſtrŭʹctūre;;;Ne correspond à aucune {POS}. Comme indiqué dans le dictionnaire.;s.;36.0;207;superstructure;s u p 3:r s t r\ V k tS 3:r;supɜ:rstɹʌk?ɜ:r
3;sŭpĕrvīſe;L.;nbSyll>1 et pas d'accent tonic;;v.;39.0;207;supervise;s u p 3:r v aI z;supɜ:rv?z
2;sūʹpīne;L.;;;a.;41.0;207;supine;s @ p aI n;səp?n
2;sŭʹpp_e_r;;;;n.;42.0;207;supper;s V p 3:r;sʌpɜ:r
2;sŭpplăʹnt;;;;v.;44.0;207;supplant;s @ p l { n t;səplænt
2;sŭʹpple;;;;v.;45.0;207;supple;s V p @ l;sʌpəl
3;sŭʹpplēment;;;;n.;46.0;207;supplement;s V p l @ m @ n t;sʌpləmənt
5;sŭpplēmĕʹntāry;;;;a.;47.0;207;supplementary;s V p l @ m E n t 3:r i:;sʌpləmɛntɜ:riː
2;sŭpplyʹ;;;;v.;51.0;207;supply;s @ p l aI;səpl?
2;sŭppŏʹrt;;;;v.;52.0;207;support;s @ p O: r\ t;səpOːɹt
4;sŭppŏʹrtable;;;;a.;53.0;207;supportable;s @ p O: r\ 4 @ b @ l;səpOːɹɾəbəl
3;sŭppŏʹrt_e_r;;;;n.;54.0;207;supporter;s @ p O: r\ 4 3:r;səpOːɹɾɜ:r
2;sŭʹppōſĕ;;;;v.;56.0;207;suppose;s @ p @U z;səpoʊz
5;sŭppŏsĭʹtion;L.;;;n.;57.0;207;supposition;s V p @ z I S @ n;sʌpəzɪʃən
2;sŭpprĕʹſs;;;;v.;60.0;207;suppress;s @ p r\ E s;səpɹɛs
4;sŭpprĕʹſſion;;;;n.;61.0;207;suppression;s @ p r\ E S @ n;səpɹɛʃən
4;sūprĕʹmăcy;;;;n.;68.0;207;supremacy;s @ p r\ E m @ s i:;səpɹɛməsiː
2;sūprēʹme;;;;n.;69.0;207;supreme;s @ p r\ i: m;səpɹiːm
2;sŭrchāʹrge;F.;;;v.;72.0;207;surcharge;s 3:r tS A r\ dZ;sɜ:r?ɑɹ?
1;sūre;F.;;;a.;3.0;208;sure;S U r\;ʃʊɹ
2;sūʹr_e_ty;L.;;;n.;5.0;208;surety;S U r\ @ 4 i:;ʃʊɹəɾiː
2;sŭʹrfāce;F.;;;n.;6.0;208;surface;s 3:r f @ s;sɜ:rfəs
2;sŭʹrfeit;;;;v.;7.0;208;surfeit;s 3:r f @ t;sɜ:rfət
1;sŭrge;;;;n.;8.0;208;surge;s 3:r dZ;sɜ:r?
3;sŭʹrgeon;;;;n.;9.0;208;surgeon;s 3:r dZ @ n;sɜ:r?ən
3;sŭʹrgĕry;G.;;;n.;10.0;208;surgery;s 3:r dZ 3:r i:;sɜ:r?ɜ:riː
2;sŭʹrly;;;;a.;11.0;208;surly;s 3:r l i:;sɜ:rliː
2;sŭʹrnāme;;;;n.;14.0;208;surname;s 3:r n eI m;sɜ:rn?m
2;sŭrpăʹſs;F.;;;v.;15.0;208;surpass;s 3:r p { s;sɜ:rpæs
2;sŭʹrplus;L.;;;n.;17.0;208;surplus;s 3:r p l @ s;sɜ:rpləs
3;sŭrrĕʹnd_e_r;F.;;;v.;20.0;208;surrender;s 3:r E n d 3:r;sɜ:rɛndɜ:r
5;sŭrrĕptĭʹti_o_us;;;;a.;21.0;208;surreptitious;s 3:r @ p t I S @ s;sɜ:rəptɪʃəs
3;sŭʹrrŏgāte;L.;;;n.;22.0;208;surrogate;s 3:r @ g @ t;sɜ:rəgət
2;sŭrveʹy;F.;;;v.;26.0;208;survey;s 3:r v eI;sɜ:rv?
2;sŭrvīʹve;F.;;;v.;28.0;208;survive;s 3:r v aI v;sɜ:rv?v
3;sŭrvīʹvor;;;;n.;29.0;208;survivor;s 3:r v aI v 3:r;sɜ:rv?vɜ:r
2;sŭſpĕʹct;L.;;;v.;34.0;208;suspect;s @ s p E k t;səspɛkt
2;sŭſpĕʹnd;L.;;;v.;36.0;208;suspend;s @ s p E n d;səspɛnd
3;sŭſpĕʹnded;;;;a.;37.0;208;suspended;s @ s p E n d @ d;səspɛndəd
4;sŭſpĭʹcion;L.;;;n.;40.0;208;suspicion;s @ s p I S @ n;səspɪʃən
4;sŭſpĭʹcĭ_o_us;L.;;;a.;41.0;208;suspicious;s @ s p I S @ s;səspɪʃəs
2;sŭſtaʹin;L.;;;v.;43.0;208;sustain;s @ s t eI n;səst?n
3;sŭʹſtĕnănce;L.;;;n.;44.0;208;sustenance;s V s t @ n @ n s;sʌstənəns
2;sŭʹttle;;;;n.;46.0;208;suttle;s V 4 @ l;sʌɾəl
2;sūʹtŭre;;;;n.;48.0;208;suture;s u tS 3:r;su?ɜ:r
2;ſwăʹgg_e_r;;;;v.;51.0;208;swagger;s w { g 3:r;swægɜ:r
1;ſwain;;;;n.;52.0;208;swain;s w eI n;sw?n
2;ſwăʹllo_w_;;;;n.;53.0;208;swallow;s w A l @U;swɑloʊ
1;ſwămp;;;;n.;54.0;208;swamp;s w A m p;swɑmp
1;ſwăn;;;;n.;55.0;208;swan;s w A n;swɑn
1;swăp;;;;v.;57.0;208;swap;s w A p;swɑp
2;ſward;;nbSyll>1 et pas d'accent tonic;2{syll}. Contraire à sa règle de syllabation selon laquelle ce mot devrait faire 1 syllabe et non 2.;n.;58.0;208;sward;s w O: r\ d;swOːɹd
1;ſwărm;;;;n.;59.0;208;swarm;s w O: r\ m;swOːɹm
2;ſwăʹrthy;;;;a.;60.0;208;swarthy;s w O: r\ D i:;swOːɹðiː
1;ſwāthe;;;;v.;61.0;208;swathe;s w A D;swɑð
1;ſway;;;;n.;62.0;208;sway;s w eI;sw?
1;ſwear;;;;v.;63.0;208;swear;s w E r\;swɛɹ
1;ſweat;;;;n.;64.0;208;sweat;s w E t;swɛt
2;ſweaʹting;;;;n.;65.0;208;sweating;s w E 4 i N;swɛɾiŋ
2;ſweaʹty;;;;a.;66.0;208;sweaty;s w E 4 i:;swɛɾiː
1;ſweep;;;;v.;67.0;208;sweep;s w i: p;swiːp
1;ſweet;;;;a.;68.0;208;sweet;s w i: t;swiːt
2;ſweeʹt_e_n;;;;v.;69.0;208;sweeten;s w i: t @ n;swiːtən
2;ſweeʹth_e_ărt;;;;n.;70.0;208;sweetheart;s w i: t h A r\ t;swiːthɑɹt
2;ſweeʹting;;;;n.;71.0;208;sweeting;s w i: 4 i N;swiːɾiŋ
1;ſwĕll;;;;v.;72.0;208;swell;s w E l;swɛl
1;ſwĕrve;;;;v.;73.0;208;swerve;s w 3:r v;swɜ:rv
1;ſwĭft;;;;a.;2.0;209;swift;s w I f t;swɪft
1;ſwĭg;;;;v.;3.0;209;swig;s w I g;swɪg
1;ſwĭll;;;;n.;4.0;209;swill;s w I l;swɪl
1;ſwĭm;;;;v.;5.0;209;swim;s w I m;swɪm
1;ſwīne;;;;n.;7.0;209;swine;s w aI n;sw?n
1;ſwĭng;;;;v.;9.0;209;swing;s w I N;swɪŋ
2;ſwĭʹnging;;;;a.;12.0;209;swinging;s w I N i N;swɪŋiŋ
1;ſwĭtch;;;;n.;14.0;209;switch;s w I tS;swɪ?
2;ſwĭʹvel;;;;n.;15.0;209;swivel;s w I v @ l;swɪvəl
1;ſwoon;;;;v.;17.0;209;swoon;s w u n;swun
1;ſwoop;;;;v.;18.0;209;swoop;s w u p;swup
1;ſword;;;;n.;20.0;209;sword;s O: r\ d;sOːɹd
4;ſympăthĕʹtic;G.;;;a.;35.0;209;sympathetic;s I m p @ T E 4 i k;sɪmpəθɛɾik
3;ſyʹmpăthīze;;;;v.;36.0;209;sympathize;s I m p @ T aI z;sɪmpəθ?z
3;ſynŏʹpſis;G.;;;n.;51.0;209;synopsis;s i n A p s i s;sinɑpsis
2;syʹſtem;G.;;;n.;56.0;209;system;s I s t @ m;sɪstəm
2;tăʹbby;;;;n.;2.0;209;tabby;t { b i:;tæbiː
2;tāʹh_e_r;;;;n.;3.0;209;taher;t eI 3:r;t?ɜ:r
4;tāʹbĕrnăcle;L.;;;n.;4.0;209;tabernacle;t { b 3:r n { k @ l;tæbɜ:rnækəl
3;tăʹblatūre;;;;n.;6.0;209;tablature;t { b l @ tS 3:r;tæblə?ɜ:r
2;tāʹble;;;;n.;7.0;209;table;t eI b @ l;t?bəl
2;taʹbles;;;;n.;8.0;209;tables;t eI b @ l z;t?bəlz
2;tāʹbor;;;;n.;9.0;209;tabor;t eI b 3:r;t?bɜ:r
